employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won?,avg_training_score,is_promoted
10503,Technology,region_23,Master's & above,m,sourcing,1,33,5.0,7,0,80,1
24934,Technology,region_7,Master's & above,m,sourcing,1,39,5.0,6,0,82,0
66066,Operations,region_22,Bachelor's,f,sourcing,2,35,5.0,7,0,60,0
12135,HR,region_7,Master's & above,f,other,1,36,3.0,7,0,48,0
49877,Sales & Marketing,region_16,Bachelor's,m,sourcing,2,45,3.0,5,0,48,0
78113,Analytics,region_20,Master's & above,m,other,1,40,1.0,3,0,82,0
42782,Operations,region_28,Master's & above,f,other,1,36,3.0,5,0,60,0
57252,R&D,region_4,Master's & above,m,other,1,32,4.0,7,0,84,0
20640,Sales & Marketing,region_11,Master's & above,m,other,1,41,2.0,4,0,54,0
12709,Procurement,region_23,Master's & above,m,sourcing,1,32,2.0,3,1,69,0
26744,Procurement,region_17,Bachelor's,m,sourcing,1,41,3.0,13,0,69,0
21330,Technology,region_2,Master's & above,f,other,2,41,3.0,15,0,75,0
61668,Sales & Marketing,region_2,Bachelor's,f,other,1,44,1.0,4,0,49,0
49303,Operations,region_26,Bachelor's,m,other,1,25,4.0,2,0,58,0
42651,Technology,region_11,Bachelor's,f,sourcing,1,30,5.0,5,0,80,1
26294,Operations,region_28,Master's & above,m,other,1,32,5.0,7,0,74,1
43229,Analytics,region_2,Bachelor's,m,other,1,30,3.0,7,0,80,1
44188,Legal,region_27,Bachelor's,m,sourcing,1,27,3.0,2,0,58,0
36371,Finance,region_28,Master's & above,m,other,2,34,3.0,7,0,56,0
66352,Sales & Marketing,region_7,,m,other,1,30,2.0,5,0,49,0
65077,Operations,region_22,Bachelor's,m,sourcing,1,25,2.0,3,0,57,0
71891,Operations,region_4,Bachelor's,m,sourcing,1,31,5.0,4,0,63,1
67070,Sales & Marketing,region_27,,m,other,1,27,2.0,2,0,47,0
56700,Technology,region_7,Bachelor's,f,other,1,39,4.0,8,0,84,0
15382,Finance,region_19,Bachelor's,m,other,1,35,3.0,3,0,62,0
77149,Procurement,region_13,Master's & above,m,other,1,32,3.0,5,0,71,1
62448,Technology,region_11,Bachelor's,f,other,1,30,5.0,3,0,84,1
38312,Sales & Marketing,region_2,Bachelor's,f,other,1,37,1.0,11,1,52,0
25718,Procurement,region_7,Master's & above,m,other,1,32,3.0,5,0,73,0
53724,Analytics,region_15,Bachelor's,m,sourcing,1,26,3.0,3,0,86,0
72919,Procurement,region_2,,m,other,1,32,4.0,4,0,71,0
65047,Procurement,region_16,Master's & above,f,other,1,32,2.0,5,0,70,0
31057,Procurement,region_10,Master's & above,m,sourcing,2,35,3.0,11,0,64,0
37163,Operations,region_5,Bachelor's,f,sourcing,1,32,5.0,7,0,57,0
52323,Sales & Marketing,region_15,,m,sourcing,1,39,4.0,10,1,62,1
62785,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,29,1.0,4,0,48,0
52566,Operations,region_15,Bachelor's,f,other,1,42,3.0,12,0,60,0
70050,Operations,region_2,Bachelor's,m,other,1,30,4.0,5,0,55,0
76381,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,33,5.0,5,0,50,0
44789,Operations,region_2,Bachelor's,m,sourcing,1,32,5.0,6,0,61,0
52516,Procurement,region_22,Master's & above,f,other,2,36,3.0,2,0,70,0
11782,Technology,region_2,Bachelor's,m,other,1,45,3.0,14,0,80,0
66784,Technology,region_2,Bachelor's,m,sourcing,1,33,2.0,4,0,78,0
74820,Procurement,region_17,Bachelor's,m,sourcing,2,32,1.0,7,0,65,0
11590,Operations,region_15,Bachelor's,f,other,1,31,4.0,3,0,60,0
36975,Sales & Marketing,region_7,Bachelor's,m,sourcing,2,33,5.0,5,0,52,0
25865,Procurement,region_2,Master's & above,f,sourcing,2,47,3.0,6,0,69,0
21196,Sales & Marketing,region_15,Master's & above,m,other,1,42,3.0,6,0,53,0
6948,Technology,region_2,Bachelor's,f,sourcing,2,34,3.0,3,0,75,1
10524,R&D,region_8,Bachelor's,m,other,1,30,4.0,6,0,85,0
22772,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,42,3.0,14,0,48,0
3553,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,30,4.0,5,0,48,0
31958,Analytics,region_22,,m,other,1,28,,1,0,83,0
53876,Sales & Marketing,region_3,Bachelor's,m,other,1,31,3.0,2,0,49,0
72557,Analytics,region_28,Master's & above,m,other,1,31,5.0,4,0,78,0
5150,Analytics,region_2,Bachelor's,m,sourcing,2,44,1.0,13,0,84,0
50879,Analytics,region_19,Bachelor's,m,other,1,29,5.0,5,0,85,0
19113,Technology,region_15,Bachelor's,m,sourcing,3,32,2.0,2,0,80,0
69028,Technology,region_11,Bachelor's,f,other,1,30,3.0,4,0,81,0
26999,Operations,region_17,Bachelor's,f,other,1,27,5.0,1,0,59,0
16907,Procurement,region_11,Master's & above,m,other,1,39,3.0,9,0,83,1
40088,Operations,region_2,Master's & above,m,other,1,34,2.0,9,0,62,0
51165,Finance,region_26,Bachelor's,m,other,1,28,3.0,3,0,62,0
18047,Procurement,region_15,Master's & above,m,other,1,51,3.0,21,0,74,0
9838,Technology,region_2,Bachelor's,m,other,2,28,,1,0,82,0
38342,Procurement,region_10,Bachelor's,m,sourcing,3,28,3.0,2,0,67,0
75580,Sales & Marketing,region_16,Master's & above,m,other,1,45,3.0,3,0,47,0
62415,Operations,region_7,Bachelor's,m,sourcing,2,30,4.0,4,0,59,0
33053,Sales & Marketing,region_28,Bachelor's,m,other,1,35,3.0,10,0,50,0
44123,Analytics,region_22,Bachelor's,m,sourcing,2,27,2.0,4,0,84,1
7155,Legal,region_22,Bachelor's,m,sourcing,3,24,3.0,2,0,64,0
56085,R&D,region_26,Bachelor's,m,sourcing,1,30,3.0,3,0,79,0
25213,Sales & Marketing,region_2,Master's & above,m,sourcing,4,33,1.0,6,0,46,0
18462,Sales & Marketing,region_20,Bachelor's,m,sourcing,1,46,4.0,13,0,44,0
27770,Operations,region_22,Bachelor's,f,sourcing,2,36,3.0,7,0,60,0
46173,Finance,region_2,,m,other,1,32,2.0,7,0,66,0
7145,Sales & Marketing,region_7,,m,other,1,29,5.0,2,0,52,0
59552,Technology,region_26,Below Secondary,m,other,1,24,2.0,4,0,77,0
9440,Analytics,region_2,Bachelor's,m,other,1,29,1.0,7,0,85,0
50978,Finance,region_10,Master's & above,m,other,2,32,5.0,3,0,58,0
71315,Sales & Marketing,region_6,Bachelor's,f,other,3,31,3.0,6,0,46,0
18744,Sales & Marketing,region_27,Bachelor's,m,other,1,31,5.0,7,0,61,1
1909,Technology,region_27,Bachelor's,f,sourcing,1,25,1.0,3,0,79,0
69055,Procurement,region_15,Bachelor's,m,sourcing,1,51,3.0,6,0,68,0
40284,Sales & Marketing,region_29,Master's & above,m,sourcing,1,45,3.0,6,0,48,0
60252,Procurement,region_2,Bachelor's,m,sourcing,1,47,3.0,5,0,67,0
63905,Analytics,region_9,Bachelor's,m,other,1,29,3.0,5,0,89,0
69440,Technology,region_8,Bachelor's,m,sourcing,1,30,3.0,2,0,82,0
44073,Sales & Marketing,region_2,Bachelor's,m,other,1,34,4.0,4,1,64,1
31097,Operations,region_16,Bachelor's,f,other,1,40,5.0,11,0,57,0
26116,Sales & Marketing,region_13,Master's & above,m,other,1,34,3.0,3,0,49,1
12935,Sales & Marketing,region_4,Master's & above,m,sourcing,1,41,3.0,3,0,53,0
26966,Operations,region_14,Bachelor's,m,sourcing,1,43,5.0,6,0,53,0
63573,Analytics,region_22,Bachelor's,m,sourcing,2,28,,1,0,91,0
18262,Sales & Marketing,region_31,Bachelor's,f,sourcing,3,26,,1,0,50,0
75901,Procurement,region_2,Bachelor's,f,other,1,43,4.0,7,0,73,0
73821,Procurement,region_22,Bachelor's,f,other,1,30,,1,0,68,0
5558,Operations,region_5,Bachelor's,f,other,1,33,3.0,3,0,60,0
24862,Operations,region_15,Master's & above,m,sourcing,1,28,3.0,2,0,63,0
4705,R&D,region_22,Bachelor's,m,other,1,28,3.0,3,0,82,0
37851,HR,region_22,Bachelor's,m,sourcing,1,33,3.0,6,0,51,0
596,Procurement,region_29,Bachelor's,m,other,2,32,3.0,7,0,68,0
73133,Operations,region_2,Bachelor's,m,other,2,53,3.0,7,0,57,0
77487,Procurement,region_12,Master's & above,m,other,1,31,4.0,5,0,72,0
76142,Legal,region_2,Bachelor's,m,other,1,42,3.0,6,0,61,0
1668,Procurement,region_19,Bachelor's,m,sourcing,1,39,5.0,8,0,67,0
58820,Sales & Marketing,region_2,Master's & above,m,other,1,36,5.0,4,0,49,0
1592,Sales & Marketing,region_2,Master's & above,f,sourcing,4,36,2.0,5,0,48,0
38737,Analytics,region_24,Master's & above,m,other,1,35,1.0,5,0,81,0
14809,Sales & Marketing,region_23,Master's & above,m,sourcing,1,39,5.0,12,0,48,0
41447,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,27,,1,0,50,0
3046,Sales & Marketing,region_25,Bachelor's,m,other,1,33,2.0,5,0,50,0
14711,Technology,region_13,Bachelor's,m,sourcing,2,50,4.0,7,0,80,0
67393,Operations,region_31,Bachelor's,f,other,1,29,5.0,3,0,63,0
49499,Sales & Marketing,region_24,Bachelor's,m,sourcing,1,26,3.0,3,0,48,0
51709,Sales & Marketing,region_13,Bachelor's,m,other,1,35,2.0,5,0,53,0
48528,Procurement,region_2,Master's & above,f,sourcing,1,46,3.0,13,0,69,1
73640,Procurement,region_16,Bachelor's,f,other,1,56,3.0,16,0,64,0
58598,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,44,3.0,4,0,48,0
38199,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,35,4.0,10,0,53,0
76187,Procurement,region_7,Master's & above,f,other,1,32,5.0,6,0,77,0
40655,HR,region_2,Master's & above,f,other,1,42,3.0,12,0,47,0
19145,Technology,region_7,Bachelor's,m,other,1,29,3.0,3,0,92,1
72156,Analytics,region_2,,m,sourcing,1,31,3.0,6,0,85,0
21984,Sales & Marketing,region_5,Master's & above,m,other,1,36,4.0,4,0,48,0
69716,Sales & Marketing,region_27,Bachelor's,f,sourcing,2,25,,1,0,53,0
19303,Technology,region_4,Bachelor's,f,other,1,28,3.0,3,0,81,0
61585,Procurement,region_17,Master's & above,m,other,1,41,3.0,11,0,70,0
51951,Procurement,region_2,Bachelor's,f,sourcing,1,33,3.0,5,0,68,0
74125,Finance,region_13,Bachelor's,f,other,1,29,3.0,7,0,62,0
26449,Procurement,region_26,Bachelor's,m,other,2,30,,1,0,66,0
66006,Operations,region_13,Master's & above,f,other,1,43,5.0,19,0,56,0
33317,Procurement,region_26,Bachelor's,f,sourcing,1,28,3.0,4,0,72,0
44074,Operations,region_17,Bachelor's,f,other,1,35,5.0,10,0,62,0
12209,Operations,region_15,Bachelor's,m,sourcing,1,37,5.0,8,0,54,0
62796,HR,region_7,Bachelor's,m,sourcing,1,28,5.0,5,0,45,0
66492,Sales & Marketing,region_26,Bachelor's,f,sourcing,1,26,4.0,2,0,47,0
51510,HR,region_2,Master's & above,f,other,1,51,4.0,6,0,53,0
77709,Sales & Marketing,region_11,Bachelor's,f,sourcing,1,28,5.0,3,0,46,0
29655,Procurement,region_4,Bachelor's,m,other,1,31,5.0,6,0,69,0
54254,Procurement,region_2,,m,other,1,42,3.0,2,0,70,0
29618,Technology,region_19,Master's & above,m,sourcing,2,40,3.0,7,0,82,0
24016,Sales & Marketing,region_28,Bachelor's,m,other,2,34,5.0,5,0,52,0
68144,R&D,region_22,Bachelor's,m,other,3,29,3.0,3,0,83,1
17230,HR,region_20,Bachelor's,m,other,1,29,4.0,3,0,45,0
36689,HR,region_2,Bachelor's,f,other,1,34,3.0,5,0,61,1
11169,Procurement,region_22,Bachelor's,m,other,2,29,1.0,2,0,66,0
7054,Technology,region_7,Master's & above,m,other,1,36,5.0,3,0,85,1
18342,Procurement,region_30,Bachelor's,m,sourcing,1,35,3.0,7,0,66,0
2759,Finance,region_22,Bachelor's,m,sourcing,1,26,1.0,3,0,58,0
30829,Procurement,region_2,Bachelor's,m,sourcing,5,30,,1,0,71,0
66334,Operations,region_4,Master's & above,m,other,1,41,3.0,5,0,56,0
29023,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,36,4.0,8,0,48,0
32069,Operations,region_2,Master's & above,f,other,1,34,5.0,7,0,58,0
66398,Procurement,region_31,Bachelor's,m,sourcing,1,28,2.0,2,0,72,0
67288,Procurement,region_23,Bachelor's,f,other,1,29,5.0,8,0,69,0
72566,Analytics,region_2,Bachelor's,m,other,1,38,3.0,9,0,88,0
67214,Procurement,region_26,Bachelor's,f,other,1,41,3.0,11,0,68,0
61696,Technology,region_25,Master's & above,f,sourcing,1,34,3.0,7,0,82,1
59270,Procurement,region_2,Bachelor's,m,other,1,27,4.0,3,0,71,0
32552,Sales & Marketing,region_4,Bachelor's,f,other,1,35,5.0,10,0,50,0
75606,Technology,region_13,Master's & above,m,sourcing,1,35,4.0,2,0,80,0
77485,Analytics,region_7,Bachelor's,m,other,1,27,5.0,3,0,85,0
76877,Sales & Marketing,region_29,Bachelor's,m,other,2,29,1.0,3,0,49,0
43666,Technology,region_7,Master's & above,f,other,1,38,1.0,5,0,82,0
29197,Technology,region_20,Master's & above,m,sourcing,1,34,4.0,4,0,82,0
61871,Legal,region_22,Below Secondary,m,sourcing,1,24,5.0,2,0,60,0
6057,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,51,4.0,17,0,48,0
27062,Analytics,region_26,Bachelor's,m,other,1,30,5.0,3,0,85,1
44390,Sales & Marketing,region_1,Master's & above,f,other,2,32,1.0,8,0,51,0
44135,Operations,region_2,Bachelor's,f,sourcing,1,33,1.0,6,0,60,0
55459,Operations,region_22,Bachelor's,m,other,1,22,,1,0,59,0
72334,Operations,region_4,Bachelor's,m,other,1,38,5.0,11,0,62,1
65184,Analytics,region_22,Bachelor's,m,other,2,33,5.0,2,0,84,0
10983,Sales & Marketing,region_4,Bachelor's,m,other,1,26,3.0,4,0,49,0
4061,Technology,region_16,Bachelor's,m,other,1,40,5.0,4,0,82,0
68020,Analytics,region_19,Bachelor's,m,other,1,30,5.0,4,0,87,0
12851,Operations,region_22,Bachelor's,m,other,1,39,5.0,14,0,63,0
15661,R&D,region_2,Master's & above,m,sourcing,1,45,3.0,15,0,86,0
26457,R&D,region_22,Bachelor's,m,referred,1,31,5.0,5,0,83,0
66135,Sales & Marketing,region_8,Bachelor's,m,other,4,27,,1,0,47,0
8881,Procurement,region_26,Bachelor's,f,sourcing,1,34,3.0,7,0,69,0
7492,Finance,region_13,Bachelor's,m,sourcing,1,29,5.0,3,0,60,1
44476,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,32,5.0,9,0,49,0
57496,Sales & Marketing,region_19,,m,other,1,33,2.0,3,0,49,0
28911,Sales & Marketing,region_1,Master's & above,m,sourcing,1,32,5.0,5,0,54,0
51204,Analytics,region_2,Bachelor's,m,other,1,33,5.0,9,0,83,0
52186,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,44,4.0,2,0,49,0
65144,Legal,region_25,Bachelor's,m,sourcing,1,30,,1,0,62,0
15362,Sales & Marketing,region_31,,m,sourcing,1,38,3.0,10,0,54,0
3783,Sales & Marketing,region_30,Bachelor's,f,sourcing,1,35,2.0,8,0,51,0
66081,Analytics,region_4,Bachelor's,m,other,1,28,3.0,5,0,87,0
40840,Operations,region_7,Master's & above,m,other,2,41,3.0,6,0,62,0
76953,Operations,region_27,Bachelor's,m,other,1,35,3.0,2,0,60,0
52326,Sales & Marketing,region_20,Master's & above,m,other,1,44,3.0,7,0,52,0
18608,Sales & Marketing,region_2,Bachelor's,m,referred,1,31,5.0,6,0,51,0
51410,Procurement,region_11,Bachelor's,m,sourcing,1,27,,1,0,68,0
74418,HR,region_2,Bachelor's,f,sourcing,1,55,4.0,4,0,50,0
14160,Procurement,region_27,Bachelor's,m,sourcing,2,31,5.0,10,0,69,1
58081,Sales & Marketing,region_2,Bachelor's,m,referred,1,27,,1,1,48,0
61380,Technology,region_2,Master's & above,m,other,1,55,3.0,10,0,81,0
44311,Sales & Marketing,region_10,Master's & above,m,other,1,36,3.0,8,0,51,0
24121,Operations,region_13,Master's & above,m,sourcing,1,36,2.0,8,0,60,0
43658,Operations,region_22,Bachelor's,m,other,2,47,4.0,14,0,59,0
51664,Technology,region_13,Bachelor's,f,other,1,28,3.0,5,0,76,0
43433,Operations,region_4,Bachelor's,m,other,1,33,5.0,8,0,86,1
43052,Technology,region_2,Master's & above,f,sourcing,1,48,5.0,2,0,84,0
24807,Sales & Marketing,region_3,Master's & above,m,other,1,31,3.0,4,0,50,0
61823,Procurement,region_15,Master's & above,f,other,1,38,1.0,7,0,65,0
19564,HR,region_7,Bachelor's,m,other,1,36,5.0,8,0,51,0
10342,Operations,region_2,Bachelor's,f,other,1,33,1.0,6,0,57,0
50130,Sales & Marketing,region_5,Bachelor's,m,sourcing,1,42,3.0,14,0,46,0
22516,Operations,region_22,Bachelor's,m,sourcing,2,27,5.0,3,0,56,0
6747,Technology,region_7,Master's & above,m,other,1,40,3.0,9,0,79,0
63756,Operations,region_22,Below Secondary,m,other,1,28,2.0,2,0,71,1
59755,Operations,region_15,Master's & above,m,other,1,37,3.0,8,0,54,0
65269,Operations,region_32,Bachelor's,f,sourcing,1,42,5.0,12,0,61,0
11430,Sales & Marketing,region_8,Bachelor's,m,other,1,40,,1,0,50,0
42067,Legal,region_27,Bachelor's,m,sourcing,1,26,,1,0,63,0
20781,Analytics,region_2,,m,other,2,26,3.0,5,0,83,0
53347,Analytics,region_4,Master's & above,m,other,1,38,5.0,8,0,82,0
56924,Technology,region_2,Bachelor's,f,other,1,42,4.0,7,0,79,0
73507,HR,region_22,Bachelor's,m,sourcing,1,38,2.0,8,1,54,0
60045,Technology,region_7,Bachelor's,f,sourcing,1,33,1.0,3,0,84,0
10529,Analytics,region_32,Bachelor's,m,other,1,28,2.0,4,1,89,0
33217,Analytics,region_22,,m,sourcing,1,30,2.0,2,0,81,0
32098,Operations,region_12,Bachelor's,f,other,1,30,5.0,5,0,56,0
16739,Technology,region_22,Bachelor's,m,sourcing,1,26,4.0,5,0,77,0
15674,Procurement,region_17,Bachelor's,f,other,1,58,5.0,19,0,68,0
53617,Operations,region_11,Bachelor's,f,sourcing,1,31,5.0,7,0,58,0
8286,Technology,region_6,Bachelor's,f,sourcing,1,30,3.0,6,0,81,0
33234,Finance,region_31,Bachelor's,m,sourcing,4,24,3.0,2,0,64,1
73512,HR,region_7,Master's & above,m,other,2,31,3.0,2,0,57,1
41091,Sales & Marketing,region_15,Bachelor's,m,other,1,26,3.0,3,0,50,0
55054,Operations,region_22,Bachelor's,m,sourcing,1,30,2.0,3,0,57,0
31994,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,31,5.0,4,0,51,0
45045,Sales & Marketing,region_26,,f,sourcing,1,24,4.0,2,0,50,0
60713,Technology,region_31,Bachelor's,f,other,1,29,3.0,4,0,77,0
73066,Operations,region_7,Bachelor's,f,other,1,34,5.0,4,0,57,0
32284,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,41,5.0,5,0,52,0
61112,Technology,region_2,Bachelor's,m,other,1,48,3.0,3,0,83,0
42476,Technology,region_26,Bachelor's,m,other,2,39,5.0,5,0,90,1
35383,Technology,region_7,Bachelor's,f,other,1,53,3.0,2,0,80,0
66500,Operations,region_15,Bachelor's,m,other,1,46,4.0,6,0,59,0
1736,Sales & Marketing,region_28,Bachelor's,m,other,1,36,4.0,7,0,51,0
14328,Finance,region_7,Bachelor's,f,sourcing,1,29,3.0,2,0,72,1
58064,Technology,region_22,Bachelor's,m,other,1,31,3.0,4,0,83,0
59663,Operations,region_5,Bachelor's,f,sourcing,1,30,3.0,4,0,61,0
61279,Analytics,region_1,Master's & above,m,other,1,35,4.0,8,0,85,1
74665,Sales & Marketing,region_11,Bachelor's,m,other,1,37,3.0,3,0,50,0
9627,Operations,region_29,Bachelor's,f,other,2,32,3.0,6,0,61,0
28812,Sales & Marketing,region_26,Master's & above,m,other,1,45,4.0,5,0,50,0
25397,Technology,region_32,Bachelor's,m,sourcing,1,31,3.0,2,0,79,1
14566,Procurement,region_2,Bachelor's,f,sourcing,1,35,1.0,3,0,71,0
76712,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,40,3.0,9,0,49,0
41999,Procurement,region_22,Bachelor's,f,other,1,32,3.0,7,0,69,0
28602,Analytics,region_22,,m,sourcing,2,27,3.0,2,0,83,0
62470,Sales & Marketing,region_30,Master's & above,m,sourcing,1,48,2.0,16,0,54,0
10684,Operations,region_4,Master's & above,m,other,1,43,5.0,5,0,67,0
75570,Analytics,region_15,Bachelor's,m,sourcing,1,33,3.0,8,0,84,0
12019,Sales & Marketing,region_8,Bachelor's,m,other,1,38,3.0,9,0,49,0
42437,Operations,region_7,Master's & above,m,other,2,34,4.0,4,0,64,0
8068,Sales & Marketing,region_26,Master's & above,m,other,1,45,4.0,4,0,49,0
39070,Analytics,region_22,Bachelor's,f,other,1,30,5.0,2,0,80,0
44801,Operations,region_7,Below Secondary,m,other,1,27,3.0,2,0,64,0
38865,Sales & Marketing,region_15,Bachelor's,m,sourcing,3,29,3.0,5,0,48,0
50191,Operations,region_22,Bachelor's,m,other,1,26,3.0,2,0,56,0
66658,Operations,region_2,Master's & above,f,other,1,47,5.0,15,0,58,0
41439,Operations,region_2,Bachelor's,m,other,1,41,4.0,2,0,57,0
35936,Analytics,region_22,Bachelor's,f,other,2,33,3.0,5,0,83,0
13906,Legal,region_12,Bachelor's,f,other,1,25,5.0,2,0,56,1
25327,Sales & Marketing,region_15,Bachelor's,f,other,1,38,3.0,5,0,51,0
58452,Operations,region_2,Bachelor's,m,other,2,34,5.0,4,0,60,0
8022,Legal,region_11,Bachelor's,m,other,1,33,3.0,1,0,59,0
56020,Procurement,region_13,Bachelor's,m,sourcing,2,31,3.0,2,0,65,0
18317,Finance,region_22,Bachelor's,m,sourcing,2,29,5.0,5,0,65,0
60993,Technology,region_22,Bachelor's,m,other,4,34,4.0,9,0,78,0
51235,Analytics,region_2,Bachelor's,m,sourcing,1,48,1.0,19,0,85,0
31061,Procurement,region_22,Master's & above,m,other,1,37,3.0,9,0,65,0
49343,Operations,region_15,Bachelor's,m,sourcing,1,38,1.0,7,0,66,0
1152,Technology,region_19,Bachelor's,m,sourcing,1,33,3.0,9,0,85,0
77409,Sales & Marketing,region_2,,m,sourcing,1,26,4.0,3,0,48,0
2562,Sales & Marketing,region_8,Bachelor's,m,other,1,26,4.0,2,0,50,0
77295,Sales & Marketing,region_22,,m,other,2,27,1.0,3,0,50,0
30817,Legal,region_2,Master's & above,m,sourcing,1,40,1.0,4,0,62,0
51870,Technology,region_7,Master's & above,m,other,1,43,4.0,7,0,79,0
43581,Procurement,region_2,Bachelor's,m,sourcing,2,26,3.0,3,0,68,0
68535,Technology,region_2,Bachelor's,m,sourcing,1,31,2.0,2,0,75,0
25901,Sales & Marketing,region_31,Master's & above,m,sourcing,1,41,1.0,5,0,50,0
23667,Operations,region_2,Bachelor's,m,other,1,31,1.0,6,0,55,0
68241,Technology,region_4,Bachelor's,f,sourcing,1,46,3.0,16,0,77,0
72219,Sales & Marketing,region_2,Master's & above,m,other,1,49,3.0,19,0,43,0
56601,Operations,region_2,Master's & above,m,other,1,37,2.0,4,0,66,0
18054,R&D,region_22,Master's & above,m,other,1,32,,1,0,87,0
23895,Technology,region_2,Bachelor's,f,other,3,55,3.0,3,0,81,0
18820,Procurement,region_20,Bachelor's,f,other,1,30,3.0,5,0,75,1
69992,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,26,,1,0,43,0
35995,Operations,region_2,Master's & above,m,other,1,53,5.0,7,0,56,0
9414,HR,region_20,Bachelor's,m,other,1,29,3.0,3,0,54,0
30626,Sales & Marketing,region_13,Bachelor's,f,other,1,22,3.0,2,0,48,0
39451,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,39,1.0,5,0,48,0
10562,Technology,region_3,Bachelor's,m,other,1,27,3.0,3,0,81,0
51539,Operations,region_7,Bachelor's,m,sourcing,1,37,4.0,3,0,61,0
53604,Sales & Marketing,region_4,Master's & above,m,sourcing,1,31,5.0,7,0,47,1
51879,Technology,region_29,Bachelor's,m,other,1,34,1.0,3,0,79,0
38966,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,31,3.0,10,0,48,0
76286,Procurement,region_2,Bachelor's,f,sourcing,1,60,5.0,12,0,71,0
50355,Sales & Marketing,region_14,Master's & above,m,other,1,35,2.0,9,0,48,0
74192,Sales & Marketing,region_22,Bachelor's,m,other,1,55,2.0,7,0,48,0
58825,Operations,region_32,Bachelor's,m,other,1,36,4.0,4,0,64,0
11010,Analytics,region_1,Bachelor's,m,sourcing,2,28,1.0,2,0,83,0
59657,Sales & Marketing,region_15,Bachelor's,m,other,1,35,2.0,10,0,51,0
7837,Procurement,region_2,Master's & above,m,other,1,33,4.0,5,0,72,0
66517,Sales & Marketing,region_7,Master's & above,f,other,1,38,5.0,10,0,48,0
68275,Operations,region_7,Master's & above,f,other,1,34,4.0,3,0,59,0
38461,Technology,region_2,Bachelor's,m,referred,1,37,5.0,7,0,80,1
35287,Sales & Marketing,region_2,Bachelor's,m,referred,1,33,5.0,6,0,49,0
32779,Procurement,region_29,Master's & above,f,other,1,34,3.0,9,0,68,0
59735,Technology,region_13,Bachelor's,m,other,1,34,3.0,5,0,80,0
16755,Procurement,region_23,Bachelor's,f,other,1,31,2.0,5,0,71,0
10434,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,33,3.0,3,0,50,0
28377,Operations,region_28,Bachelor's,m,sourcing,1,41,5.0,6,0,57,0
48181,Procurement,region_22,Bachelor's,f,other,1,27,2.0,2,0,65,0
63153,HR,region_20,Bachelor's,m,other,1,27,5.0,6,0,48,0
69740,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,40,3.0,11,0,54,0
11022,Procurement,region_7,Bachelor's,f,other,1,29,3.0,5,0,66,0
16552,Analytics,region_24,Bachelor's,m,sourcing,2,28,1.0,2,0,83,0
72302,Analytics,region_13,Bachelor's,m,sourcing,1,29,4.0,4,0,87,0
76100,Sales & Marketing,region_7,Bachelor's,m,other,2,37,3.0,5,0,52,0
22426,Legal,region_11,Bachelor's,m,sourcing,1,29,,1,0,64,0
55565,Legal,region_13,Below Secondary,m,other,1,26,5.0,2,0,66,0
47442,Finance,region_26,Bachelor's,f,sourcing,1,31,4.0,4,0,54,0
43010,Procurement,region_24,Bachelor's,m,other,1,28,3.0,3,0,64,0
23633,Technology,region_17,Bachelor's,m,other,1,39,3.0,5,0,79,0
18064,Operations,region_22,Bachelor's,m,other,3,27,1.0,4,0,61,0
12278,Analytics,region_32,Master's & above,m,sourcing,1,29,1.0,3,0,84,0
35608,R&D,region_7,Bachelor's,m,sourcing,1,29,5.0,5,1,86,1
5088,Operations,region_8,Bachelor's,m,other,1,39,2.0,10,0,60,0
14326,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,33,5.0,6,0,47,0
9879,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,30,4.0,3,0,92,1
46011,Sales & Marketing,region_22,Bachelor's,m,other,1,47,3.0,6,0,48,0
72621,HR,region_2,Below Secondary,f,other,1,25,1.0,2,0,55,0
9467,Technology,region_22,Bachelor's,f,other,1,27,2.0,2,0,85,0
8418,Analytics,region_19,Bachelor's,m,other,1,32,3.0,6,0,91,0
36973,Operations,region_22,Bachelor's,m,sourcing,1,27,,1,0,61,0
60052,Procurement,region_22,Bachelor's,f,other,1,32,2.0,8,0,70,0
24300,Operations,region_2,Bachelor's,f,other,1,40,1.0,8,0,61,0
